1.00	 1.00	 0.00
0.13	 1.00	 0.00
0.19	 1.00	 0.00
0.11	 1.00	 0.00
0.21	 1.00	 0.00
0.19	 1.00	 0.00
0.30	 1.00	 0.00
0.30	 1.00	 0.00
0.20	 1.00	 0.00
0.18	 1.00	 0.00
0.23	 1.00	 0.00
0.22	 1.00	 0.00
0.30	 1.00	 0.00
0.25	 1.00	 0.00
0.28	 1.00	 0.00
0.47	 1.00	 0.00
0.50	 1.00	 0.00
0.53	 1.00	 0.00
0.57	 1.00	 0.00
0.55	 1.00	 0.00
0.69	 1.00	 0.00
0.64	 1.00	 0.00
0.66	 1.00	 0.00
0.67	 1.00	 0.00
0.72	 1.00	 0.00
0.68	 1.00	 0.00
0.70	 1.00	 0.00
0.75	 1.00	 0.00
0.75	 1.00	 0.00
0.78	 1.00	 0.00
0.85	 1.00	 0.00
0.78	 1.00	 0.00
0.82	 1.00	 0.00
0.81	 1.00	 0.00
0.82	 1.00	 0.00
0.75	 1.00	 0.00
0.80	 1.00	 0.00
0.77	 1.00	 0.00
0.81	 1.00	 0.00
0.73	 1.00	 0.00
0.79	 1.00	 0.00
0.74	 1.00	 0.00
0.77	 1.00	 0.00
0.75	 1.00	 0.00
0.78	 1.00	 0.00
0.72	 1.00	 0.00
0.69	 1.00	 0.00
0.75	 1.00	 0.00
0.73	 1.00	 0.00
0.75	 1.00	 0.00
0.78	 1.00	 0.00
0.78	 1.00	 0.00
0.80	 1.00	 0.00
0.78	 1.00	 0.00
0.83	 1.00	 0.00
0.83	 1.00	 0.00
0.86	 1.00	 0.00
0.86	 1.00	 0.00
0.90	 1.00	 0.00
0.85	 1.00	 0.00
0.93	 1.00	 0.00
0.95	 1.00	 0.00
0.97	 1.00	 0.00
0.99	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
0.98	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
0.97	 1.00	 0.00
0.98	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
1.00	 1.00	 0.00
0.98	 1.00	 0.00
0.99	 1.00	 0.00
0.98	 1.00	 0.00
0.98	 1.00	 0.00
0.99	 1.00	 0.00
1.00	 1.00	 0.00
0.96	 1.00	 0.00
0.96	 1.00	 0.00
0.95	 1.00	 0.00
0.91	 1.00	 0.00
0.87	 1.00	 0.00
0.88	 1.00	 0.00
0.84	 1.00	 0.00
0.83	 1.00	 0.00
0.81	 1.00	 0.00
0.81	 1.00	 0.00
0.81	 1.00	 0.00
0.78	 1.00	 0.00
0.79	 1.00	 0.00
0.77	 1.00	 0.00
0.76	 1.00	 0.00
0.77	 1.00	 0.00
0.78	 1.00	 0.00
0.74	 1.00	 0.00
0.73	 1.00	 0.00
0.73	 1.00	 0.00
0.72	 1.00	 0.00
0.71	 1.00	 0.00
0.70	 1.00	 0.00
0.71	 1.00	 0.00
0.72	 1.00	 0.00
0.76	 1.00	 0.00
0.69	 1.00	 0.00
0.75	 1.00	 0.00
0.73	 1.00	 0.00
0.66	 1.00	 0.00
0.71	 1.00	 0.00
0.71	 1.00	 0.00
0.72	 1.00	 0.00
0.69	 1.00	 0.00
0.72	 1.00	 0.00
0.71	 1.00	 0.00
0.71	 1.00	 0.00
0.71	 1.00	 0.00
0.69	 1.00	 0.00
0.70	 1.00	 0.00
0.67	 1.00	 0.00
0.68	 1.00	 0.00
0.62	 1.00	 0.00
0.68	 1.00	 0.00
0.67	 1.00	 0.00
0.62	 1.00	 0.00
0.64	 1.00	 0.00
0.63	 1.00	 0.00
0.58	 1.00	 0.00
0.63	 1.00	 0.00
0.57	 1.00	 0.00
0.53	 1.00	 0.00
0.56	 1.00	 0.00
0.53	 1.00	 0.00
0.54	 1.00	 0.00
0.53	 1.00	 0.00
0.50	 1.00	 0.00
0.54	 1.00	 0.00
0.49	 1.00	 0.00
0.49	 1.00	 0.00
0.46	 1.00	 0.00
0.46	 1.00	 0.00
0.44	 1.00	 0.00
0.47	 1.00	 0.00
0.43	 1.00	 0.00
0.45	 1.00	 0.00
0.47	 1.00	 0.00
0.47	 1.00	 0.00
0.48	 1.00	 0.00
0.44	 1.00	 0.00
0.50	 1.00	 0.00
