-10.97	-25.68	-32.92
-10.97	-25.68	-32.92
-9.75	-22.01	-35.27
-9.75	-22.01	-35.27
-9.75	-22.01	-35.27
-9.75	-22.01	-35.27
-9.75	-22.01	-35.27
-10.97	-22.01	-34.1
-10.97	-22.01	-34.1
-10.97	-22.01	-34.1
-10.97	-22.01	-34.1
-10.97	-22.01	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-10.97	-23.23	-34.1
-12.19	-23.23	-35.27
-12.19	-23.23	-35.27
-12.19	-23.23	-35.27
-12.19	-23.23	-35.27
-12.19	-23.23	-35.27
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-8.53	-22.01	-36.45
-8.53	-22.01	-36.45
-8.53	-22.01	-36.45
-8.53	-22.01	-36.45
-8.53	-22.01	-36.45
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-10.97	-25.68	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-23.23	-34.1
-9.75	-22.01	-36.45
-9.75	-22.01	-36.45
-9.75	-22.01	-36.45
-9.75	-22.01	-36.45
-9.75	-22.01	-36.45
-12.19	-23.23	-34.1
-12.19	-23.23	-34.1
-12.19	-23.23	-34.1
-12.19	-23.23	-34.1
-12.19	-23.23	-34.1
-9.75	-20.79	-34.1
-9.75	-20.79	-34.1
-9.75	-20.79	-34.1
-9.75	-20.79	-34.1
-9.75	-20.79	-34.1
-12.19	-17.12	-36.45
-12.19	-17.12	-36.45
-12.19	-17.12	-36.45
-12.19	-17.12	-36.45
-12.19	-17.12	-36.45
-15.84	-15.89	-34.1
-15.84	-15.89	-34.1
-15.84	-15.89	-34.1
-15.84	-15.89	-34.1
-15.84	-15.89	-34.1
-15.84	-12.23	-36.45
-15.84	-12.23	-36.45
-15.84	-12.23	-36.45
-15.84	-12.23	-36.45
-15.84	-12.23	-36.45
-14.63	-12.23	-35.27
-14.63	-12.23	-35.27
-14.63	-12.23	-35.27
-14.63	-12.23	-35.27
-14.63	-12.23	-35.27
-15.84	-9.78	-38.8
-15.84	-9.78	-38.8
-15.84	-9.78	-38.8
-15.84	-9.78	-38.8
-15.84	-9.78	-38.8
-17.06	-9.78	-39.98
-17.06	-9.78	-39.98
-17.06	-9.78	-39.98
-17.06	-9.78	-39.98
-17.06	-9.78	-39.98
-14.63	-3.67	-43.5
-14.63	-3.67	-43.5
-14.63	-3.67	-43.5
-14.63	-3.67	-43.5
-14.63	-3.67	-43.5
-13.41	-1.22	-47.03
-13.41	-1.22	-47.03
-13.41	-1.22	-47.03
-13.41	-1.22	-47.03
-13.41	-1.22	-47.03
-12.19	1.22	-48.21
-12.19	1.22	-48.21
-12.19	1.22	-48.21
-12.19	1.22	-48.21
-12.19	1.22	-48.21
-13.41	1.22	-45.86
-13.41	1.22	-45.86
-13.41	1.22	-45.86
-13.41	1.22	-45.86
-13.41	1.22	-45.86
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-15.84	1.22	-43.5
-25.59	12.23	-29.39
-25.59	12.23	-29.39
-25.59	12.23	-29.39
-25.59	12.23	-29.39
-25.59	12.23	-29.39
-24.37	18.34	-17.64
-24.37	18.34	-17.64
-24.37	18.34	-17.64
-24.37	18.34	-17.64
-24.37	18.34	-17.64
-25.59	14.67	3.53
-25.59	14.67	3.53
-25.59	14.67	3.53
-25.59	14.67	3.53
-25.59	14.67	3.53
-14.63	13.45	23.52
-14.63	13.45	23.52
-14.63	13.45	23.52
-14.63	13.45	23.52
-14.63	13.45	23.52
1.22	3.67	39.98
1.22	3.67	39.98
1.22	3.67	39.98
1.22	3.67	39.98
1.22	3.67	39.98
14.63	-6.11	47.03
14.63	-6.11	47.03
14.63	-6.11	47.03
14.63	-6.11	47.03
14.63	-6.11	47.03
31.69	-15.89	48.21
31.69	-15.89	48.21
31.69	-15.89	48.21
31.69	-15.89	48.21
31.69	-15.89	48.21
54.84	-17.12	45.86
54.84	-17.12	45.86
54.84	-17.12	45.86
54.84	-17.12	45.86
54.84	-17.12	45.86
78.0	-2.45	36.45
78.0	-2.45	36.45
78.0	-2.45	36.45
78.0	-2.45	36.45
78.0	-2.45	36.45
92.62	6.11	29.39
92.62	6.11	29.39
92.62	6.11	29.39
92.62	6.11	29.39
92.62	6.11	29.39
88.97	12.23	28.22
88.97	12.23	28.22
88.97	12.23	28.22
88.97	12.23	28.22
88.97	12.23	28.22
84.09	14.67	35.27
84.09	14.67	35.27
84.09	14.67	35.27
84.09	14.67	35.27
84.09	14.67	35.27
79.22	26.9	36.45
79.22	26.9	36.45
79.22	26.9	36.45
79.22	26.9	36.45
79.22	26.9	36.45
68.25	40.35	35.27
68.25	40.35	35.27
68.25	40.35	35.27
68.25	40.35	35.27
68.25	40.35	35.27
58.5	48.91	36.45
58.5	48.91	36.45
58.5	48.91	36.45
58.5	48.91	36.45
58.5	48.91	36.45
52.41	46.46	36.45
52.41	46.46	36.45
52.41	46.46	36.45
52.41	46.46	36.45
52.41	46.46	36.45
40.22	40.35	43.5
40.22	40.35	43.5
40.22	40.35	43.5
40.22	40.35	43.5
40.22	40.35	43.5
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
28.03	29.34	44.68
-3.66	6.11	35.27
-3.66	6.11	35.27
-3.66	6.11	35.27
-3.66	6.11	35.27
